"name" "id" "judgmentDate" "year"
"5794" NA 74338 "2014-12-24" 2014
"5795" "Karol Kotyński" 74339 "2014-12-01" 2014
"5796" "Paulina Kuźma" 74339 "2014-12-01" 2014
"5797" "Agnieszka Olejniczak-Kosiara" 74348 "2014-12-03" 2014
"5798" "Barbara Kubasik" 74414 "2014-10-28" 2014
"5799" NA 74415 "2014-12-10" 2014
"5800" "T. Jakubowska-Wójcik" 74416 "2014-12-10" 2014
"5801" "Adam Kmieciak" 74417 "2014-11-25" 2014
"5802" "Adam Kmieciak" 74418 "2014-11-12" 2014
"5803" "Ewa Steckiewicz-Ochocka" 74419 "2014-11-20" 2014
"5804" NA 74422 "2014-10-29" 2014
"5805" "Dorota Kozarzewska" 74423 "2014-10-06" 2014
"5806" NA 74424 "2014-10-27" 2014
"5807" "Elżbieta Gawryszczak" 74425 "2014-10-06" 2014
"5808" NA 74426 "2014-10-31" 2014
"5809" "Izabela Wawrzynkiewicz" 74427 "2014-10-07" 2014
"5810" "Bożena Rządzińska" 74428 "2014-10-07" 2014
"5811" "Izabela Wawrzynkiewicz" 74428 "2014-10-07" 2014
"5812" "Joanna Szczygielska" 74428 "2014-10-07" 2014
"5813" NA 74429 "2014-10-20" 2014
"5814" NA 74430 "2014-10-21" 2014
"5815" "Bożena Rządzińska" 74431 "2014-10-07" 2014
"5816" "Izabela Wawrzynkiewicz" 74431 "2014-10-07" 2014
"5817" "Joanna Szczygielska" 74431 "2014-10-07" 2014
"5818" NA 74432 "2014-10-31" 2014
"5819" "Bożena Rządzińska" 74433 "2014-10-07" 2014
"5820" "Izabela Wawrzynkiewicz" 74433 "2014-10-07" 2014
"5821" "Joanna Szczygielska" 74433 "2014-10-07" 2014
"5822" NA 74434 "2014-10-20" 2014
"5823" "Dorota Kozarzewska" 74435 "2014-10-06" 2014
"5824" "S O Elżbieta Gawryszczak" 74435 "2014-10-06" 2014
"5825" NA 74436 "2014-10-27" 2014
"5826" "Bogdan Jachowicz" 74437 "2014-10-09" 2014
"5827" "Katarzyna Barańska" 74437 "2014-10-09" 2014
"5828" "Wojciech Borten" 74437 "2014-10-09" 2014
"5829" NA 74438 "2014-10-20" 2014
"5830" "Barbara Pięcek" 74439 "2014-10-06" 2014
"5831" "Dorota Kozarzewska" 74439 "2014-10-06" 2014
"5832" "Elżbieta Gawryszczak" 74439 "2014-10-06" 2014
"5833" "Jacek Świerczyński" 74440 "2014-09-11" 2014
"5834" "Radosław Olewczyński" 74440 "2014-09-11" 2014
"5835" "Renata Jagura" 74440 "2014-09-11" 2014
"5836" NA 74441 "2014-09-19" 2014
"5837" NA 74442 "2014-10-29" 2014
"5838" "Krzysztof Kacprzak" 74443 "2014-10-08" 2014
"5839" "Wojciech Wysoczyński" 74443 "2014-10-08" 2014
"5840" "Zofia Szcześniewicz" 74443 "2014-10-08" 2014
"5841" NA 74444 "2014-10-21" 2014
"5842" "Bożena Rządzińska" 74445 "2014-10-07" 2014
"5843" "Izabela Wawrzynkiewicz" 74445 "2014-10-07" 2014
"5844" "Katarzyna Bielczyk" 74445 "2014-10-07" 2014
"5845" "Bożena Rządzińska" 74446 "2014-10-07" 2014
"5846" "Izabela Wawrzynkiewicz" 74446 "2014-10-07" 2014
"5847" "Katarzyna Bielczyk" 74446 "2014-10-07" 2014
"5848" NA 74447 "2014-10-30" 2014
"5849" NA 74448 "2014-10-20" 2014
"5850" "Bożena Rządzińska" 74449 "2014-10-07" 2014
"5851" "Izabela Wawrzynkiewicz" 74449 "2014-10-07" 2014
"5852" "Katarzyna Bielczyk" 74449 "2014-10-07" 2014
"5853" "Marta Witoszyńska" 74450 "2014-10-13" 2014
"5854" "Małgorzata Sosińska-Halbina" 74450 "2014-10-13" 2014
"5855" "Radosław Olewczyński" 74450 "2014-10-13" 2014
"5856" NA 74451 "2014-10-27" 2014
"5857" NA 74452 "2014-10-20" 2014
"5858" "Dorota Kozarzewska" 74453 "2014-10-06" 2014
"5859" "S O Elżbieta Gawryszczak" 74453 "2014-10-06" 2014
"5860" NA 74454 "2014-10-27" 2014
"5861" "Barbara Pięcek" 74455 "2014-10-13" 2014
"5862" "Radosław Olewczyński" 74455 "2014-10-13" 2014
"5863" "Sławomir Zieliński" 74455 "2014-10-13" 2014
"5864" NA 74456 "2014-10-09" 2014
"5865" "Barbara Pięcek" 74457 "2014-10-06" 2014
"5866" "Dorota Kozarzewska" 74457 "2014-10-06" 2014
"5867" "Elżbieta Gawryszczak" 74457 "2014-10-06" 2014
"5868" NA 74458 "2014-10-20" 2014
"5869" "Bożena Rządzińska" 74459 "2014-10-07" 2014
"5870" "Izabela Wawrzynkiewicz" 74459 "2014-10-07" 2014
"5871" "Joanna Szczygielska" 74459 "2014-10-07" 2014
"5872" NA 74460 "2014-10-20" 2014
"5873" "Barbara Pięcek" 74461 "2014-10-06" 2014
"5874" "Dorota Kozarzewska" 74461 "2014-10-06" 2014
"5875" "Elżbieta Gawryszczak" 74461 "2014-10-06" 2014
"5876" NA 74462 "2014-10-29" 2014
"5877" "Bożena Rządzińska" 74463 "2014-10-07" 2014
"5878" "Izabela Wawrzynkiewicz" 74463 "2014-10-07" 2014
"5879" "Joanna Szczygielska" 74463 "2014-10-07" 2014
"5880" NA 74464 "2014-10-22" 2014
"5881" "Dorota Kozarzewska" 74465 "2014-10-06" 2014
"5882" "S O Elżbieta Gawryszczak" 74465 "2014-10-06" 2014
"5883" "Krzysztof Kacprzak" 74466 "2014-10-08" 2014
"5884" "Wojciech Wysoczyński" 74466 "2014-10-08" 2014
"5885" "Zofia Szcześniewicz" 74466 "2014-10-08" 2014
"5886" NA 74467 "2014-10-22" 2014
"5887" NA 74468 "2014-10-27" 2014
"5888" "Krzysztof Kacprzak" 74469 "2014-10-08" 2014
"5889" "Wojciech Wysoczyński" 74469 "2014-10-08" 2014
"5890" "Zofia Szcześniewicz" 74469 "2014-10-08" 2014
"5891" NA 74470 "2014-10-09" 2014
"5892" "Bożena Rządzińska" 74471 "2014-10-07" 2014
"5893" "Izabela Wawrzynkiewicz" 74471 "2014-10-07" 2014
"5894" "Joanna Szczygielska" 74471 "2014-10-07" 2014
"5895" NA 74472 "2014-10-23" 2014
"5896" "Bogdan Jachowicz" 74473 "2014-10-09" 2014
"5897" "Katarzyna Barańska" 74473 "2014-10-09" 2014
"5898" "Wojciech Borten" 74473 "2014-10-09" 2014
"5899" "Bogdan Jachowicz" 74474 "2014-10-09" 2014
"5900" "Wojciech Borten Katarzyna Barańska" 74474 "2014-10-09" 2014
"5901" NA 74475 "2014-10-23" 2014
"5902" NA 74476 "2014-10-22" 2014
"5903" "Bogdan Jachowicz" 74477 "2014-10-09" 2014
"5904" "Wojciech Borten Katarzyna Barańska" 74477 "2014-10-09" 2014
"5905" NA 74478 "2014-10-15" 2014
"5906" "Bogdan Jachowicz" 74479 "2014-10-09" 2014
"5907" "Wojciech Borten Katarzyna Barańska" 74479 "2014-10-09" 2014
"5908" NA 74480 "2014-10-28" 2014
"5909" "Barbara Pięcek" 74481 "2014-10-13" 2014
"5910" "Joanna Zawiślak-Jach" 74481 "2014-10-13" 2014
"5911" "Radosław Olewczyński" 74481 "2014-10-13" 2014
"5912" NA 74482 "2014-10-29" 2014
"5913" "Bogdan Jachowicz" 74483 "2014-10-09" 2014
"5914" "Katarzyna Barańska" 74483 "2014-10-09" 2014
"5915" "Wojciech Borten" 74483 "2014-10-09" 2014
"5916" NA 74484 "2014-10-22" 2014
"5917" "Bogdan Jachowicz" 74485 "2014-10-09" 2014
"5918" "Wojciech Borten Katarzyna Barańska" 74485 "2014-10-09" 2014
"5919" "Barbara Pięcek" 74486 "2014-10-13" 2014
"5920" "Joanna Zawiślak-Jach" 74486 "2014-10-13" 2014
"5921" "Radosław Olewczyński" 74486 "2014-10-13" 2014
"5922" NA 74487 "2014-10-27" 2014
"5923" NA 74488 "2014-10-09" 2014
"5924" "Bogdan Jachowicz" 74489 "2014-10-09" 2014
"5925" "Katarzyna Barańska" 74489 "2014-10-09" 2014
"5926" "Wojciech Borten" 74489 "2014-10-09" 2014
"5927" NA 74490 "2014-10-31" 2014
"5928" "Barbara Pięcek" 74491 "2014-10-13" 2014
"5929" "Joanna Zawiślak-Jach" 74491 "2014-10-13" 2014
"5930" "Radosław Olewczyński" 74491 "2014-10-13" 2014
"5931" NA 74590 "2014-10-27" 2014
"5932" "Barbara Pięcek" 74591 "2014-10-03" 2014
"5933" "Radosław Olewczyński" 74591 "2014-10-03" 2014
"5934" "Sławomir Zieliński" 74591 "2014-10-03" 2014
"5935" NA 74592 "2014-11-03" 2014
"5936" "Wojciech Borten" 74593 "2014-10-09" 2014
"5937" "Bogdan Jachowicz" 74594 "2014-10-16" 2014
"5938" "Dorota Drab" 74594 "2014-10-16" 2014
"5939" "Wojciech Borten" 74594 "2014-10-16" 2014
"5940" NA 74595 "2014-10-16" 2014
"5941" "Barbara Pięcek" 74596 "2014-10-13" 2014
"5942" "Joanna Zawiślak-Jach" 74596 "2014-10-13" 2014
"5943" "Radosław Olewczyński" 74596 "2014-10-13" 2014
"5944" NA 74597 "2014-11-21" 2014
"5945" NA 74598 "2014-10-31" 2014
"5946" "Anna Jóźwiak" 74599 "2014-10-16" 2014
"5947" "Bogdan Jachowicz" 74599 "2014-10-16" 2014
"5948" "Izabela Wawrzynkiewicz" 74599 "2014-10-16" 2014
"5949" "Barbara Pięcek" 74600 "2014-10-13" 2014
"5950" "Joanna Zawiślak-Jach" 74600 "2014-10-13" 2014
"5951" "Radosław Olewczyński" 74600 "2014-10-13" 2014
"5952" NA 74601 "2014-11-04" 2014
"5953" NA 74602 "2014-11-03" 2014
"5954" "Bożena Rządzińska" 74603 "2014-10-14" 2014
"5955" "Witold Ławnicki" 74603 "2014-10-14" 2014
"5956" "Wojciech Borten" 74603 "2014-10-14" 2014
"5957" "Bożena Rządzińska" 74604 "2014-10-14" 2014
"5958" "Witold Ławnicki" 74604 "2014-10-14" 2014
"5959" "Wojciech Borten" 74604 "2014-10-14" 2014
"5960" NA 74605 "2014-10-31" 2014
"5961" NA 74606 "2014-10-28" 2014
"5962" "Bożena Rządzińska" 74607 "2014-10-14" 2014
"5963" "Witold Ławnicki" 74607 "2014-10-14" 2014
"5964" "Wojciech Borten" 74607 "2014-10-14" 2014
"5965" NA 74608 "2014-10-22" 2014
"5966" "Bożena Rządzińska Witold Ławnicki" 74609 "2014-10-14" 2014
"5967" "Wojciech Borten" 74609 "2014-10-14" 2014
"5968" NA 74610 "2014-10-31" 2014
"5969" "Marta Witoszyńska" 74611 "2014-10-15" 2014
"5970" "Renata Jagura" 74611 "2014-10-15" 2014
"5971" "Zofia Szcześniewicz" 74611 "2014-10-15" 2014
"5972" NA 74612 "2014-10-27" 2014
"5973" "Marta Witoszyńska" 74613 "2014-10-15" 2014
"5974" "Renata Jagura" 74613 "2014-10-15" 2014
"5975" "Zofia Szcześniewicz" 74613 "2014-10-15" 2014
"5976" NA 74614 "2014-11-07" 2014
"5977" "Marta Witoszyńska" 74615 "2014-10-15" 2014
"5978" "Renata Jagura" 74615 "2014-10-15" 2014
"5979" "Zofia Sześniewicz" 74615 "2014-10-15" 2014
"5980" "Marta Witoszyńska" 74616 "2014-10-15" 2014
"5981" "Renata Jagura" 74616 "2014-10-15" 2014
"5982" "Zofia Szcześniewicz" 74616 "2014-10-15" 2014
"5983" NA 74617 "2014-10-30" 2014
"5984" NA 74618 "2014-11-06" 2014
"5985" "Marta Witoszyńska" 74619 "2014-10-15" 2014
"5986" "Renata Jagura" 74619 "2014-10-15" 2014
"5987" "Zofia Szcześniewicz" 74619 "2014-10-15" 2014
"5988" NA 74620 "2014-10-31" 2014
"5989" "Marta Witoszyńska" 74621 "2014-10-15" 2014
"5990" "Renata Jagura" 74621 "2014-10-15" 2014
"5991" "Zofia Sześniewicz" 74621 "2014-10-15" 2014
"5992" "Dorota Liczberska-Dębska" 74696 "2014-11-26" 2014
"5993" "Mariola Kaźmierak" 74697 "2014-12-03" 2014
"5994" NA 74699 "2014-11-24" 2014
"5995" NA 74706 "2014-10-30" 2014
"5996" "Bogdan Jachowicz" 74707 "2014-10-16" 2014
"5997" NA 74708 "2014-11-10" 2014
"5998" "Dorota Kozarzewska" 74709 "2014-10-17" 2014
"5999" "Elżbieta Gawryszczak" 74709 "2014-10-17" 2014
"6000" "Sławomir Zieliński" 74709 "2014-10-17" 2014
"6001" NA 74710 "2014-10-17" 2014
"6002" "Dorota Kozarzewska" 74711 "2014-10-17" 2014
"6003" "S O Sławomir Zieliński" 74711 "2014-10-17" 2014
"6004" NA 74712 "2014-10-20" 2014
"6005" "Anna Jóźwiak" 74713 "2014-10-16" 2014
"6006" "Bogdan Jachowicz" 74713 "2014-10-16" 2014
"6007" "Izabela Wawrzynkiewicz" 74713 "2014-10-16" 2014
"6008" NA 74714 "2014-10-22" 2014
"6009" "Anna Jóźwiak" 74715 "2014-10-16" 2014
"6010" "Bogdan Jachowicz" 74715 "2014-10-16" 2014
"6011" "Izabela Wawrzynkiewicz" 74715 "2014-10-16" 2014
"6012" "Dorota Kozarzewska" 74716 "2014-10-17" 2014
"6013" "S O Sławomir Zieliński" 74716 "2014-10-17" 2014
"6014" "Ewa Chałubińska" 74755 "2014-12-17" 2014
"6015" "Karol Kotyński" 74755 "2014-12-17" 2014
"6016" "Magdalena Lisowska" 74755 "2014-12-17" 2014
"6017" NA 74760 "2014-12-29" 2014
"6018" "Magdalena Lisowska" 74761 "2014-12-08" 2014
"6019" "Karol Kotyński" 74828 "2014-12-01" 2014
"6020" "Paulina Kuźma" 74828 "2014-12-01" 2014
"6021" NA 74829 "2014-12-22" 2014
"6022" NA 74830 "2014-12-18" 2014
"6023" "Ewa Chałubińska" 74831 "2014-11-27" 2014
"6024" "Monika Pawłowska-Radzimierska" 74831 "2014-11-27" 2014
"6025" NA 74832 "2014-12-11" 2014
"6026" "Lena Durajska" 74833 "2014-11-25" 2014
"6027" "Magdalena Lisowska" 74833 "2014-11-25" 2014
"6028" NA 74834 "2014-12-17" 2014
"6029" "Karol Kotyński" 74835 "2014-12-01" 2014
"6030" "Paulina Kuźma" 74835 "2014-12-01" 2014
"6031" NA 74836 "2014-12-22" 2014
"6032" "Karol Kotyński" 74837 "2014-12-01" 2014
"6033" "Paulina Kuźma" 74837 "2014-12-01" 2014
"6034" NA 74838 "2014-12-19" 2014
"6035" "Ewa Chałubińska" 74839 "2014-11-27" 2014
"6036" "Monika Pawłowska-Radzimierska" 74839 "2014-11-27" 2014
"6037" "Ewa Chałubińska" 74840 "2014-12-02" 2014
"6038" "Monika Pawłowska-Radzimierska" 74840 "2014-12-02" 2014
"6039" NA 74841 "2014-12-18" 2014
"6040" NA 74842 "2014-12-22" 2014
"6041" "Anna Rodak" 74843 "2014-12-04" 2014
"6042" "Dagmara Garnczarek" 74843 "2014-12-04" 2014
"6043" "Sędziowie" 74844 "2014-12-31" 2014
"6044" "Karol Kotyński" 74845 "2014-12-17" 2014
"6045" "Magdalena Lisowska" 74845 "2014-12-17" 2014
"6046" "Monika Pawłowska-Radzimierska" 74845 "2014-12-17" 2014
"6047" "Sędziowie" 74846 "2014-12-31" 2014
"6048" "Lena Durajska" 74847 "2014-11-25" 2014
"6049" "Magdalena Lisowska" 74847 "2014-11-25" 2014
"6050" NA 74848 "2014-12-12" 2014
"6051" "Barbara Kubasik" 74965 "2014-12-10" 2014
"6052" "E.steckiewicz-Ochocka" 74966 "2014-12-11" 2014
"6053" "Sylwia Łopaczewska" 74967 "2014-12-04" 2014
"6054" NA 75217 "2014-12-02" 2014
"6055" "Karol Ike-Duninowski" 75218 "2014-11-07" 2014
"6056" "Karol Ike-Duninowski" 75219 "2014-10-10" 2014
"6057" NA 75220 "2014-10-29" 2014
"6058" NA 75221 "2014-09-19" 2014
"6059" "Karol Ike-Duninowski" 75222 "2014-09-05" 2014
"6060" "Ewa Maciejewska" 75225 "2014-06-25" 2014
"6061" NA 75228 "2014-12-10" 2014
"6062" "Jolanta Żałoba" 75230 "2014-11-20" 2014
"6063" NA 75231 "2014-12-29" 2014
"6064" NA 75316 "2015-01-07" 2015
"6065" "Bartosz Kaźmierak" 75317 "2014-12-03" 2014
"6066" "Bartosz Kaźmierak" 75318 "2014-10-17" 2014
"6067" NA 75319 "2015-01-02" 2015
"6068" "Sędziowie" 75406 "2015-01-12" 2015
"6069" "Ewa Chałubińska" 75407 "2014-12-29" 2014
"6070" "Karol Kotyński" 75407 "2014-12-29" 2014
"6071" "Magdalena Lisowska" 75407 "2014-12-29" 2014
"6072" "Sędziowie" 75408 "2014-12-31" 2014
"6073" "Anna Rodak" 75409 "2014-12-11" 2014
"6074" "Paweł Antczak" 75409 "2014-12-11" 2014
"6075" "Sędziowie" 75410 "2015-01-09" 2015
"6076" "Anna Rodak" 75411 "2014-12-29" 2014
"6077" "Karol Kotyński" 75411 "2014-12-29" 2014
"6078" "Magdalena Lisowska" 75411 "2014-12-29" 2014
"6079" NA 75605 "2014-12-16" 2014
"6080" "Barbara Kubasik" 75606 "2014-12-16" 2014
"6081" "Barbara Kubasik" 75607 "2014-12-10" 2014
"6082" "S.s.o Barbara Kubasik" 75608 "2014-11-06" 2014
"6083" "Mariola Kaźmierak" 75609 "2014-12-03" 2014
"6084" NA 75614 "2014-11-07" 2014
"6085" "Marta Witoszyńska Protokolant Monika Bura" 75615 "2014-10-15" 2014
"6086" "Dorota Kozarzewska" 75616 "2014-10-17" 2014
"6087" "Joanna Łakomska-Grzelak" 75616 "2014-10-17" 2014
"6088" "Sławomir Zieliński" 75616 "2014-10-17" 2014
"6089" NA 75617 "2014-10-17" 2014
"6090" NA 75618 "2014-11-04" 2014
"6091" "Dorota Kozarzewska" 75619 "2014-10-17" 2014
"6092" NA 75620 "2014-11-26" 2014
"6093" "Radosław Olewczyński" 75621 "2014-10-20" 2014
"6094" NA 75622 "2014-11-03" 2014
"6095" "Krzysztof Kacprzak" 75623 "2014-10-22" 2014
"6096" "Wojciech Borten Dorota Kozarzewska" 75623 "2014-10-22" 2014
"6097" NA 75624 "2014-11-14" 2014
"6098" "Izabela Wawrzynkiewicz" 75625 "2014-10-21" 2014
"6099" NA 75626 "2014-11-06" 2014
"6100" "Zofia Szcześniewicz" 75627 "2014-10-21" 2014
"6101" NA 75628 "2014-11-03" 2014
"6102" "Barbara Pięcek" 75629 "2014-10-20" 2014
"6103" "Radosław Olewczyński" 75629 "2014-10-20" 2014
"6104" "Renata Jagura" 75629 "2014-10-20" 2014
"6105" NA 75630 "2014-11-03" 2014
"6106" "Barbara Pięcek" 75631 "2014-10-20" 2014
"6107" "Radosław Olewczyński" 75631 "2014-10-20" 2014
"6108" "Renata Jagura" 75631 "2014-10-20" 2014
"6109" "Barbara Pięcek" 75632 "2014-10-13" 2014
"6110" "Radosław Olewczyński" 75632 "2014-10-13" 2014
"6111" "Sławomir Zieliński" 75632 "2014-10-13" 2014
"6112" NA 75633 "2014-11-06" 2014
"6113" NA 75634 "2014-11-17" 2014
"6114" "Barbara Pięcek" 75635 "2014-10-20" 2014
"6115" "Radosław Olewczyński" 75635 "2014-10-20" 2014
"6116" "Renata Jagura" 75635 "2014-10-20" 2014
"6117" NA 75639 "2014-11-03" 2014
"6118" "Barbara Pięcek" 75640 "2014-10-20" 2014
"6119" "Radosław Olewczyński" 75640 "2014-10-20" 2014
"6120" "Renata Jagura" 75640 "2014-10-20" 2014
"6121" NA 75641 "2014-11-04" 2014
"6122" "Barbara Pięcek" 75642 "2014-10-20" 2014
"6123" "Joanna Zawiślak-Jach" 75642 "2014-10-20" 2014
"6124" "Radosław Olewczyński" 75642 "2014-10-20" 2014
"6125" NA 75643 "2014-10-28" 2014
"6126" "Bożena Rządzińska" 75644 "2014-10-14" 2014
"6127" "Witold Ławnicki" 75644 "2014-10-14" 2014
"6128" "Wojciech Borten" 75644 "2014-10-14" 2014
"6129" "Krzysztof Kacprzak" 75645 "2014-10-22" 2014
"6130" "Wojciech Borten Dorota Kozarzewska" 75645 "2014-10-22" 2014
"6131" NA 75646 "2014-11-03" 2014
"6132" "Anna Jóźwiak" 75647 "2014-10-22" 2014
"6133" "Bogdan Jachowicz" 75647 "2014-10-22" 2014
"6134" "Izabela Wawrzynkiewicz" 75647 "2014-10-22" 2014
"6135" NA 75648 "2014-10-30" 2014
"6136" "Dorota Kozarzewska" 75649 "2014-10-17" 2014
"6137" "Joanna Łakomska-Grzelak" 75649 "2014-10-17" 2014
"6138" "Sławomir Zieliński" 75649 "2014-10-17" 2014
"6139" NA 75650 "2014-11-05" 2014
"6140" NA 75651 "2014-11-05" 2014
"6141" "Dorota Kozarzewska" 75652 "2014-10-17" 2014
"6142" "Joanna Łakomska-Grzelak" 75652 "2014-10-17" 2014
"6143" "Sławomir Zieliński" 75652 "2014-10-17" 2014
"6144" NA 75653 "2014-11-06" 2014
"6145" "Barbara Pięcek" 75654 "2014-10-20" 2014
"6146" "Radosław Olewczyński" 75654 "2014-10-20" 2014
"6147" "Renata Jagura" 75654 "2014-10-20" 2014
"6148" "Barbara Pięcek" 75655 "2014-10-20" 2014
"6149" "Radosław Olewczyński" 75655 "2014-10-20" 2014
"6150" "Renata Jagura" 75655 "2014-10-20" 2014
"6151" NA 75656 "2014-11-03" 2014
"6152" "Dorota Kozarzewska" 75657 "2014-10-17" 2014
"6153" "Joanna Łakomska-Grzelak" 75657 "2014-10-17" 2014
"6154" "Sławomir Zieliński" 75657 "2014-10-17" 2014
"6155" NA 75658 "2014-11-06" 2014
"6156" NA 75659 "2014-10-31" 2014
"6157" "Izabela Wawrzynkiewicz" 75660 "2014-10-21" 2014
"6158" "Marcin Sumiński" 75660 "2014-10-21" 2014
"6159" "Zofia Szcześniewicz" 75660 "2014-10-21" 2014
"6160" NA 75661 "2014-11-10" 2014
"6161" "Barbara Pięcek" 75662 "2014-10-20" 2014
"6162" "Radosław Olewczyński" 75662 "2014-10-20" 2014
"6163" "Renata Jagura" 75662 "2014-10-20" 2014
"6164" NA 75663 "2014-11-03" 2014
"6165" "Barbara Pięcek" 75664 "2014-10-20" 2014
"6166" "Radosław Olewczyński" 75664 "2014-10-20" 2014
"6167" "Renata Jagura" 75664 "2014-10-20" 2014
"6168" NA 75665 "2014-11-05" 2014
"6169" "Barbara Pięcek" 75666 "2014-10-20" 2014
"6170" "Radosław Olewczyński" 75666 "2014-10-20" 2014
"6171" "Renata Jagura" 75666 "2014-10-20" 2014
"6172" NA 75667 "2014-10-30" 2014
"6173" "Izabela Wawrzynkiewicz" 75668 "2014-10-21" 2014
"6174" "Marcin Sumiński" 75668 "2014-10-21" 2014
"6175" "Zofia Szcześniewicz" 75668 "2014-10-21" 2014
"6176" NA 75669 "2014-10-31" 2014
"6177" "Izabela Wawrzynkiewicz" 75670 "2014-10-21" 2014
"6178" "Marcin Sumiński" 75670 "2014-10-21" 2014
"6179" "Zofia Szcześniewicz" 75670 "2014-10-21" 2014
"6180" NA 75671 "2014-11-04" 2014
"6181" "Izabela Wawrzynkiewicz" 75672 "2014-10-21" 2014
"6182" "Marcin Sumiński" 75672 "2014-10-21" 2014
"6183" "Zofia Szcześniewicz" 75672 "2014-10-21" 2014
"6184" NA 75673 "2014-11-04" 2014
"6185" "Izabela Wawrzynkiewicz" 75674 "2014-10-21" 2014
"6186" "Marcin Sumiński" 75674 "2014-10-21" 2014
"6187" "Zofia Szcześniewicz" 75674 "2014-10-21" 2014
"6188" "S O Krzysztof Kacprzak" 75675 "2014-10-22" 2014
"6189" "Wojciech Borten" 75675 "2014-10-22" 2014
"6190" NA 75676 "2014-10-22" 2014
"6191" NA 75677 "2014-10-31" 2014
"6192" "Dorota Kozarzewska" 75678 "2014-10-17" 2014
"6193" "Joanna Łakomska-Grzelak" 75678 "2014-10-17" 2014
"6194" "Sławomir Zieliński" 75678 "2014-10-17" 2014
"6195" NA 75679 "2014-11-04" 2014
"6196" "Izabela Wawrzynkiewicz" 75680 "2014-10-21" 2014
"6197" "Marcin Sumiński" 75680 "2014-10-21" 2014
"6198" "Zofia Szcześniewicz" 75680 "2014-10-21" 2014
"6199" NA 75681 "2014-11-03" 2014
"6200" "Paweł Filipiak" 75849 "2014-12-16" 2014
"6201" "Dorota Liczberska-Dębska" 75850 "2014-12-17" 2014
"6202" "Paweł Filipiak" 75851 "2014-12-23" 2014
"6203" "Marek Kruszewski" 75852 "2014-11-24" 2014
"6204" "Sylwia Łopaczewska" 75853 "2014-12-11" 2014
"6205" "Dorota Liczberska-Dębska" 75854 "2014-12-17" 2014
"6206" NA 75879 "2014-11-06" 2014
"6207" "Bartosz Lewandowski" 75880 "2014-10-23" 2014
"6208" "Bożena Rządzińska" 75880 "2014-10-23" 2014
"6209" "Jacek Kępa" 75880 "2014-10-23" 2014
"6210" NA 75881 "2014-11-14" 2014
"6211" "S O Krzysztof Kacprzak" 75882 "2014-10-22" 2014
"6212" NA 75883 "2014-11-25" 2014
"6213" NA 75884 "2014-10-22" 2014
"6214" NA 75885 "2014-11-07" 2014
"6215" "Bogdan Jachowicz" 75886 "2014-10-24" 2014
"6216" "Sławomir Zieliński" 75886 "2014-10-24" 2014
"6217" "Tomasz Kotkowski" 75886 "2014-10-24" 2014
"6218" NA 75887 "2014-11-25" 2014
"6219" "Bogdan Jachowicz" 75888 "2014-10-24" 2014
"6220" NA 75889 "2014-11-10" 2014
"6221" "Zofia Szcześniewicz" 75890 "2014-10-28" 2014
"6222" NA 75891 "2014-11-12" 2014
"6223" "Dorota Kozarzewska" 75892 "2014-10-29" 2014
"6224" NA 75893 "2014-11-12" 2014
"6225" "Marta Witoszyńska" 75894 "2014-10-29" 2014
"6226" "Dagmara Kowalczyk-Wrzodak" 75895 "2014-10-30" 2014
"6227" "Izabela Wawrzynkiewicz" 75895 "2014-10-30" 2014
"6228" "Radosław Olewczyński" 75895 "2014-10-30" 2014
"6229" NA 75896 "2014-11-13" 2014
"6230" "Dorota Kozarzewska" 75897 "2014-10-29" 2014
"6231" "Eryk Dąbrowski" 75897 "2014-10-29" 2014
"6232" "Marta Witoszyńska" 75897 "2014-10-29" 2014
"6233" NA 75899 "2014-10-24" 2014
"6234" "Bogdan Jachowicz" 75900 "2014-10-24" 2014
"6235" "Jacek Świerczyński" 75900 "2014-10-24" 2014
"6236" "Sławomir Zieliński" 75900 "2014-10-24" 2014
"6237" "Bartosz Lewandowski" 75901 "2014-10-23" 2014
"6238" "Bożena Rządzińska" 75901 "2014-10-23" 2014
"6239" "Jacek Kępa" 75901 "2014-10-23" 2014
"6240" NA 75902 "2014-11-06" 2014
"6241" NA 75903 "2014-11-17" 2014
"6242" "Bartosz Lewandowski" 75904 "2014-10-23" 2014
"6243" "Bożena Rządzińska" 75904 "2014-10-23" 2014
"6244" "Jacek Kępa" 75904 "2014-10-23" 2014
"6245" "S O Krzysztof Kacprzak" 75905 "2014-10-22" 2014
"6246" "Wojciech Borten" 75905 "2014-10-22" 2014
"6247" NA 75906 "2014-11-14" 2014
"6248" "Bartosz Lewandowski" 75907 "2014-10-23" 2014
"6249" "Bożena Rządzińska" 75907 "2014-10-23" 2014
"6250" "Jacek Kępa" 75907 "2014-10-23" 2014
"6251" NA 75908 "2014-11-06" 2014
"6252" NA 75909 "2014-11-06" 2014
"6253" "Bartosz Lewandowski" 75910 "2014-10-23" 2014
"6254" "Bożena Rządzińska" 75910 "2014-10-23" 2014
"6255" "Jacek Kępa" 75910 "2014-10-23" 2014
"6256" NA 75911 "2014-11-12" 2014
"6257" "Bartosz Lewandowski" 75912 "2014-10-23" 2014
"6258" "Bożena Rządzińska" 75912 "2014-10-23" 2014
"6259" "Jacek Kępa" 75912 "2014-10-23" 2014
"6260" NA 75913 "2014-11-10" 2014
"6261" "Bogdan Jachowicz" 75914 "2014-10-24" 2014
