"id" "judgmentDate" "year" "id" "name1" "name2" "divisionid"
"172" 36942 "2014-02-07" 2014 36942 "Wojciech Borten" "Zofia Szcześniewicz" 1018
"173" 36942 "2014-02-07" 2014 36942 "Zofia Szcześniewicz" "Izabela Wawrzynkiewicz" 1018
"174" 36942 "2014-02-07" 2014 36942 "Zofia Szcześniewicz" "Wojciech Borten" 1018
"175" 36943 "2014-02-07" 2014 36943 "Izabela Wawrzynkiewicz" "Wojciech Borten" 1018
"176" 36943 "2014-02-07" 2014 36943 "Izabela Wawrzynkiewicz" "Zofia Szcześniewicz" 1018
"177" 36943 "2014-02-07" 2014 36943 "Wojciech Borten" "Izabela Wawrzynkiewicz" 1018
"178" 36943 "2014-02-07" 2014 36943 "Wojciech Borten" "Zofia Szcześniewicz" 1018
"179" 36943 "2014-02-07" 2014 36943 "Zofia Szcześniewicz" "Izabela Wawrzynkiewicz" 1018
"180" 36943 "2014-02-07" 2014 36943 "Zofia Szcześniewicz" "Wojciech Borten" 1018
"181" 36946 "2014-02-07" 2014 36946 "Izabela Wawrzynkiewicz" "Wojciech Borten" 1018
"182" 36946 "2014-02-07" 2014 36946 "Izabela Wawrzynkiewicz" "Zofia Szcześniewicz" 1018
"183" 36946 "2014-02-07" 2014 36946 "Wojciech Borten" "Izabela Wawrzynkiewicz" 1018
"184" 36946 "2014-02-07" 2014 36946 "Wojciech Borten" "Zofia Szcześniewicz" 1018
"185" 36946 "2014-02-07" 2014 36946 "Zofia Szcześniewicz" "Izabela Wawrzynkiewicz" 1018
"186" 36946 "2014-02-07" 2014 36946 "Zofia Szcześniewicz" "Wojciech Borten" 1018
"187" 36947 "2014-02-07" 2014 36947 "Izabela Wawrzynkiewicz" "Wojciech Borten" 1018
"188" 36947 "2014-02-07" 2014 36947 "Izabela Wawrzynkiewicz" "Zofia Szcześniewicz" 1018
"189" 36947 "2014-02-07" 2014 36947 "Wojciech Borten" "Izabela Wawrzynkiewicz" 1018
"190" 36947 "2014-02-07" 2014 36947 "Wojciech Borten" "Zofia Szcześniewicz" 1018
"191" 36947 "2014-02-07" 2014 36947 "Zofia Szcześniewicz" "Izabela Wawrzynkiewicz" 1018
"192" 36947 "2014-02-07" 2014 36947 "Zofia Szcześniewicz" "Wojciech Borten" 1018
"193" 36950 "2014-02-10" 2014 36950 "Bogdan Jachowicz" "Bożena Rządzińska" 1018
"194" 36950 "2014-02-10" 2014 36950 "Bogdan Jachowicz" "Sławomir Zieliński" 1018
"195" 36950 "2014-02-10" 2014 36950 "Bożena Rządzińska" "Bogdan Jachowicz" 1018
